"","host_response_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","availability_365","number_of_reviews","first_review","last_review","review_scores_rating","calculated_host_listings_count","date_diff"
"13263","95%","t",4,"f","Downtown Toronto",43.64826,-79.39838,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$281.00","$300.00","$100.00",4,2,28,1,13,"2018-12-22","2019-04-28",94,4,127
"13264","N/A","f",1,"f","Wexford/Maryvale",43.76235,-79.30338,"t","Bungalow","Private room",1,1,1,1,"Real Bed","$50.00","","",1,1,7,90,2,"2018-08-23","2018-08-29",100,1,6
"13265","100%","t",4,"t","Entertainment District",43.64837,-79.39181,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$83.00","$200.00","$60.00",1,1,1125,335,45,"2018-07-07","2019-05-03",96,3,300
"13266","98%","f",4,"f","Cedarvale Humewood",43.69283,-79.42427,"t","Apartment","Entire home/apt",7,1,3,4,"Real Bed","$75.00","$250.00","$119.00",2,1,1125,47,28,"2018-07-19","2019-04-29",85,4,284
"13267","100%","t",3,"f","The Westway",43.69659,-79.53623,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$55.00","$0.00","$0.00",1,1,89,90,124,"2018-07-13","2019-04-26",99,3,287
"13268","90%","f",69,"f","Downtown Toronto",43.64212,-79.38144,"t","Condominium","Entire home/apt",6,2,2,3,"Real Bed","$250.00","$500.00","$99.00",4,1,1125,280,16,"2018-07-18","2019-04-12",85,53,268
"13269","50%","f",2,"t","Roncesvalles",43.64825,-79.45729,"t","House","Entire home/apt",4,2,2,2,"Real Bed","$130.00","$200.00","",4,4,30,14,0,"","",NA,2,NA
"13270","100%","f",13,"f","Downtown Toronto",43.64155,-79.3822,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$110.00","$250.00","$125.00",1,28,1125,23,0,"","",NA,12,NA
"13271","100%","t",1,"f","Downtown Toronto",43.64649,-79.399,"t","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$199.00","$200.00","$80.00",4,2,1125,58,45,"2018-09-19","2019-05-03",99,1,226
"13272","N/A","f",1,"f","Downtown Toronto",43.64806,-79.39759,"t","Condominium","Private room",2,1,1,1,"Real Bed","$119.00","$200.00","$50.00",1,7,16,0,1,"2018-08-10","2018-08-10",80,1,0
"13273","100%","t",2,"f","Downtown Toronto",43.65147,-79.39694,"f","Guest suite","Entire home/apt",6,1.5,0,3,"Real Bed","$185.00","$0.00","$35.00",1,3,1125,290,19,"2018-07-15","2019-01-06",100,2,175
"13274","100%","f",8,"f","L'Amoreaux",43.81705,-79.33132,"f","House","Private room",2,1,1,1,"Real Bed","$35.00","$500.00","$15.00",1,1,90,89,4,"2018-08-06","2019-02-14",100,7,192
"13275","100%","t",1,"f","Downtown Toronto",43.63944,-79.39817,"t","Condominium","Entire home/apt",5,1,1,2,"Real Bed","$199.00","$500.00","$60.00",2,1,30,68,42,"2018-08-05","2019-04-28",95,1,266
"13276","100%","f",5,"f","Woburn",43.77309,-79.21251,"f","House","Private room",4,1,1,1,"Real Bed","$35.00","","$20.00",1,2,1125,154,1,"2018-08-29","2018-08-29",100,5,0
"13277","100%","t",7,"f","Downtown Toronto",43.64156,-79.39641,"f","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$141.00","$200.00","$65.00",4,1,1125,170,30,"2018-07-20","2019-04-16",97,4,270
"13278","100%","f",1,"f","Downtown Toronto",43.66753,-79.38477,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$195.00","$0.00","$100.00",1,3,1125,86,0,"","",NA,1,NA
"13279","100%","f",5,"f","Wallace Emerson",43.66503,-79.44668,"t","House","Entire home/apt",4,1,1,2,"Real Bed","$75.00","$225.00","$85.00",4,2,1125,126,17,"2018-07-24","2019-04-15",88,5,265
"13280","99%","f",30,"f","Downtown Toronto",43.63795,-79.39737,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$129.00","$200.00","$58.00",2,2,100,180,80,"2018-07-14","2019-04-25",97,13,285
"13281","100%","f",15,"f","Don Valley Village",43.78895,-79.36698,"f","Villa","Private room",2,1,1,1,"Real Bed","$58.00","","",1,1,1125,0,2,"2018-09-20","2018-09-29",90,10,9
"13282","N/A","f",1,"f","Trinity-Bellwoods",43.65317,-79.40751,"t","Apartment","Private room",1,1.5,1,1,"Real Bed","$60.00","$0.00","$30.00",1,10,1125,0,3,"2018-07-28","2018-07-30",100,1,2
"13283","88%","t",6,"f","North Park",43.72031,-79.47631,"t","Bungalow","Private room",2,2,1,1,"Real Bed","$50.00","$0.00","$20.00",1,5,1125,154,2,"2018-08-09","2018-09-30",100,6,52
"13284","N/A","f",1,"t","Niagara",43.64408,-79.41612,"t","Loft","Entire home/apt",2,1,0,1,"Real Bed","$450.00","$0.00","$100.00",1,4,14,16,0,"","",NA,1,NA
"13285","100%","f",2,"t","Riverdale",43.66369,-79.32804,"t","Guest suite","Private room",2,1,1,1,"Real Bed","$61.00","","$50.00",3,3,28,0,0,"","",NA,2,NA
"13286","N/A","f",1,"f","Morningside Heights",43.83171,-79.23385,"t","House","Private room",4,1,1,2,"Real Bed","$26.00","$0.00","$55.00",1,1,30,179,1,"2018-07-25","2018-07-25",NA,1,0
"13287","100%","t",17,"f","Entertainment District",43.64273,-79.39274,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$199.00","$500.00","$99.00",3,3,120,188,5,"2018-09-03","2019-02-10",100,17,160
"13288","100%","f",1,"t","Riverdale",43.67064,-79.33093,"t","House","Entire home/apt",6,1,3,3,"Real Bed","$240.00","$500.00","$125.00",6,1,1125,122,4,"2018-10-28","2019-04-20",100,1,174
"13289","100%","f",1,"f","Entertainment District",43.64983,-79.38904,"t","Condominium","Private room",2,1,1,1,"Real Bed","$171.00","$300.00","$99.00",1,7,120,155,4,"2018-08-06","2019-04-15",100,1,252
"13290","100%","f",15,"f","Don Valley Village",43.78711,-79.3666,"f","Villa","Private room",2,1,1,1,"Real Bed","$48.00","","",1,1,1125,0,5,"2018-09-11","2018-10-06",88,10,25
"13291","100%","f",2,"t","Riverdale",43.66845,-79.34974,"f","House","Entire home/apt",6,2.5,3,3,"Real Bed","$295.00","$1,000.00","$165.00",4,5,1125,0,8,"2018-07-30","2019-01-02",100,2,156
"13292","100%","f",25,"f","West Humber",43.73445,-79.59092,"t","Townhouse","Private room",4,1,3,6,"Real Bed","$40.00","$0.00","$20.00",1,3,31,365,4,"2018-08-01","2019-05-02",100,25,274
"13293","N/A","f",1,"t","Downtown Toronto",43.65708,-79.38644,"t","Apartment","Entire home/apt",1,1,0,1,"Real Bed","$130.00","","",1,2,4,0,0,"","",NA,1,NA
"13294","100%","t",2,"t","Riverdale",43.66543,-79.33345,"t","House","Private room",1,1,1,1,"Real Bed","$35.00","$150.00","$35.00",1,3,1125,115,11,"2018-07-23","2019-04-23",100,2,274
"13295","N/A","f",2,"t","Downtown Toronto",43.64994,-79.39372,"t","Apartment","Private room",2,1,1,1,"Real Bed","$79.00","$0.00","$25.00",1,1,1125,0,13,"2018-07-29","2019-01-01",97,2,156
"13296","N/A","f",3,"f","Downtown Toronto",43.65396,-79.38206,"f","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$97.00","$500.00","$55.00",1,1,1125,0,3,"2018-07-12","2018-08-15",100,2,34
"13297","N/A","f",3,"f","Downtown Toronto",43.66269,-79.38617,"t","Condominium","Private room",1,1,0,1,"Real Bed","$46.00","$0.00","$35.00",1,1,1125,0,7,"2018-08-01","2018-08-18",83,2,17
"13298","100%","t",1,"f","Downtown Toronto",43.67119,-79.37603,"t","House","Entire home/apt",5,1,2,2,"Real Bed","$248.00","$0.00","$75.00",4,3,1125,68,14,"2018-08-06","2019-04-25",99,1,262
"13299","N/A","f",1,"t","Entertainment District",43.64522,-79.39402,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","$200.00","$0.00","$100.00",1,6,7,88,1,"2018-07-24","2018-07-24",NA,1,0
"13300","100%","f",1,"f","Don Valley Village",43.79118,-79.36293,"t","House","Entire home/apt",8,4,4,6,"Real Bed","$58.00","$0.00","$0.00",1,1,180,80,0,"","",NA,1,NA
"13301","N/A","f",1,"f","Niagara",43.63547,-79.40109,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","$171.00","$0.00","$70.00",1,5,1125,0,1,"2018-09-10","2018-09-10",100,1,0
"13302","90%","f",3,"f","Downtown Toronto",43.65979,-79.36313,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$105.00","","$60.00",1,14,14,358,1,"2018-09-02","2018-09-02",100,3,0
"13303","100%","f",1,"f","Fashion District",43.64736,-79.40305,"t","Loft","Entire home/apt",4,1,0,1,"Real Bed","$298.00","$0.00","$55.00",1,2,45,179,11,"2018-07-16","2018-10-04",94,1,80
"13304","100%","f",1,"t","Roncesvalles",43.64579,-79.43807,"f","House","Private room",1,1,1,1,"Real Bed","$40.00","$200.00","$25.00",1,1,1125,40,5,"2018-07-13","2018-08-06",95,1,24
"13305","100%","f",3,"f","Humber Summit",43.75385,-79.55966,"t","Guest suite","Entire home/apt",9,2,2,2,"Real Bed","$201.00","$250.00","$70.00",2,1,1125,361,0,"","",NA,3,NA
"13306","100%","t",1,"f","Riverdale",43.67299,-79.33232,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$105.00","$750.00","",2,2,28,48,13,"2018-08-06","2019-05-01",100,1,268
"13307","90%","f",1,"f","Wexford/Maryvale",43.75136,-79.29707,"t","House","Private room",2,1,1,1,"Real Bed","$50.00","","",1,1,2,87,11,"2018-08-06","2019-05-03",96,1,270
"13308","100%","t",2,"t","Fashion District",43.64613,-79.40188,"t","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$175.00","$0.00","$60.00",3,1,1125,76,16,"2018-07-16","2019-01-01",96,2,169
"13309","100%","t",2,"t","Greenwood-Coxwell",43.68647,-79.32559,"t","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$99.00","$0.00","$15.00",4,2,1125,43,10,"2018-07-29","2019-04-28",98,2,273
"13310","100%","t",1,"f","Parkview",43.713,-79.30387,"t","House","Entire home/apt",6,2.5,3,3,"Real Bed","$119.00","$300.00","$90.00",6,3,180,68,26,"2018-08-10","2019-05-06",98,1,269
"13311","100%","f",21,"f","Parkdale",43.64028,-79.42986,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$99.00","$500.00","$140.00",4,1,1125,308,5,"2018-09-23","2019-04-22",88,21,211
"13312","100%","f",21,"f","Parkdale",43.63968,-79.43182,"t","Townhouse","Entire home/apt",16,3,6,9,"Real Bed","$450.00","$900.00","$399.00",5,1,1125,336,6,"2018-10-27","2019-04-14",93,21,169
"13313","100%","f",21,"f","Dufferin Grove",43.66034,-79.42844,"t","Apartment","Entire home/apt",6,1,1,3,"Real Bed","$250.00","$500.00","$100.00",7,1,1125,316,10,"2018-08-02","2019-01-20",86,21,171
"13314","100%","f",21,"f","Dufferin Grove",43.66067,-79.42855,"t","Apartment","Entire home/apt",6,1,1,3,"Real Bed","$250.00","$500.00","$100.00",7,1,1125,309,31,"2018-07-27","2019-03-29",83,21,245
"13315","100%","f",21,"f","Palmerston/Little Italy",43.66039,-79.42699,"t","Apartment","Entire home/apt",12,2,2,6,"Real Bed","$200.00","$1,000.00","$280.00",12,1,1124,310,18,"2018-07-26","2019-04-22",94,21,270
"13316","100%","f",21,"f","Parkdale",43.64107,-79.43046,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","$175.00","$250.00","$140.00",4,1,1125,280,0,"","",NA,21,NA
"13317","N/A","f",10,"f","L'Amoreaux",43.79844,-79.29962,"f","House","Private room",2,1,1,2,"Real Bed","$61.00","$0.00","",1,3,30,248,0,"","",NA,10,NA
"13318","100%","f",2,"t","Dovercourt Park",43.66558,-79.43563,"t","House","Entire home/apt",4,1,1,2,"Real Bed","$62.00","","$40.00",3,2,1125,65,6,"2018-08-06","2019-01-21",90,2,168
"13319","100%","t",1,"f","Leaside",43.71623,-79.3687,"t","House","Entire home/apt",6,2,3,3,"Real Bed","$275.00","","$100.00",6,2,1125,23,9,"2018-09-23","2019-03-31",100,1,189
"13320","N/A","f",10,"f","L'Amoreaux",43.8002,-79.30104,"f","House","Private room",2,1,1,1,"Real Bed","$61.00","","",1,3,30,248,1,"2018-08-06","2018-08-06",100,10,0
"13321","100%","t",1,"f","Don Mills",43.73269,-79.3415,"t","Apartment","Entire home/apt",6,1,2,4,"Real Bed","$130.00","$500.00","$0.00",2,2,1125,343,18,"2018-07-28","2019-02-22",96,1,209
"13322","N/A","f",1,"f","Fairbank",43.68261,-79.44854,"f","Apartment","Private room",2,1,1,1,"Real Bed","$40.00","","",1,2,31,0,17,"2018-07-16","2018-11-06",92,1,113
"13323","N/A","f",1,"f","Downtown Toronto",43.66887,-79.37067,"f","Condominium","Entire home/apt",2,1,1,2,"Real Bed","$83.00","","$25.00",1,1,1125,0,2,"2018-08-03","2018-08-12",80,1,9
"13324","90%","t",1,"f","Downtown Toronto",43.63898,-79.38245,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$99.00","$200.00","$75.00",1,2,1125,5,22,"2018-08-12","2019-04-28",100,1,259
"13325","100%","t",1,"f","Downtown Toronto",43.65578,-79.37983,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$119.00","$299.00","$90.00",2,5,1125,191,10,"2018-10-10","2019-04-28",98,1,200
"13326","N/A","f",1,"f","Entertainment District",43.6454,-79.39045,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$250.00","$150.00","$100.00",4,2,1125,0,3,"2018-07-23","2018-08-05",100,1,13
"13327","84%","f",11,"t","Cedarvale Humewood",43.6886,-79.42719,"f","Apartment","Private room",1,1,1,1,"Real Bed","$47.00","","$10.00",1,6,1125,0,3,"2018-07-16","2019-02-24",73,8,223
"13328","100%","t",2,"f","Downtown Toronto",43.66284,-79.36872,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$79.00","$250.00","$50.00",1,3,30,10,15,"2018-07-22","2019-05-04",99,2,286
"13329","100%","t",3,"f","Downtown Toronto",43.64297,-79.39053,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$248.00","$300.00","$65.00",2,3,31,73,24,"2018-09-07","2019-04-30",98,2,235
"13330","100%","f",4,"f","Newtonbrook",43.79745,-79.41866,"f","House","Private room",2,1,1,1,"Real Bed","$40.00","$150.00","$15.00",1,1,60,21,26,"2018-07-14","2019-03-15",92,4,244
"13331","100%","t",2,"t","Downtown Toronto",43.64504,-79.4011,"t","Condominium","Private room",2,1,1,1,"Real Bed","$99.00","$0.00","$50.00",1,1,1125,77,4,"2018-07-18","2018-11-01",95,2,106
"13332","100%","t",1,"f","Davisville",43.69874,-79.39184,"t","Apartment","Private room",2,1,1,1,"Real Bed","$115.00","","",1,1,3,54,14,"2018-07-22","2019-04-29",100,1,281
"13333","100%","t",1,"f","The Annex",43.67097,-79.39473,"t","Serviced apartment","Entire home/apt",2,1,1,1,"Real Bed","$199.00","$400.00","$129.00",2,2,60,163,33,"2018-08-01","2019-04-27",100,1,269
"13334","99%","t",65,"f","Downtown Toronto",43.67077,-79.37608,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$129.00","$400.00","$90.00",1,30,1120,349,0,"","",NA,48,NA
"13335","67%","f",1,"f","Bedford Park",43.72638,-79.40771,"t","House","Entire home/apt",6,1,3,3,"Real Bed","$213.00","$1,343.00","$168.00",6,2,1125,90,1,"2018-08-06","2018-08-06",100,1,0
"13336","99%","t",65,"f","Downtown Toronto",43.66964,-79.37495,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$149.00","$400.00","$90.00",1,30,1120,338,2,"2018-08-21","2019-01-15",100,48,147
"13337","100%","f",9,"f","Swansea",43.64571,-79.48863,"t","House","Entire home/apt",9,3.5,5,9,"Real Bed","$799.00","$1,000.00","$250.00",9,7,90,8,5,"2018-07-28","2018-11-16",84,5,111
"13338","100%","f",1,"f","Glen Park",43.72953,-79.43244,"t","Bungalow","Entire home/apt",2,1,0,1,"Real Bed","$75.00","","",1,119,251,63,0,"","",NA,1,NA
"13339","100%","f",3,"f","Downtown Toronto",43.6409,-79.39706,"t","Condominium","Entire home/apt",4,1,1,3,"Real Bed","$203.00","","$80.00",1,2,1125,267,20,"2018-08-05","2019-04-28",87,3,266
"13340","100%","f",2,"f","Crescent Town",43.69102,-79.29239,"f","Guest suite","Entire home/apt",3,1,1,1,"Real Bed","$71.00","","$15.00",1,1,1125,57,71,"2018-08-02","2019-05-05",90,2,276
"13341","99%","t",65,"f","Downtown Toronto",43.67085,-79.37492,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$149.00","$400.00","$90.00",1,30,1120,338,0,"","",NA,48,NA
"13342","99%","f",16,"t","The Annex",43.67081,-79.39358,"t","Condominium","Entire home/apt",2,1,0,1,"Real Bed","$64.00","$250.00","$89.00",1,1,1124,96,18,"2018-07-29","2019-04-14",94,14,259
"13343","99%","t",65,"f","Downtown Toronto",43.66949,-79.37524,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$109.00","$400.00","$90.00",1,30,1120,363,2,"2018-09-21","2019-01-31",100,48,132
"13344","100%","f",3,"f","Downtown Toronto",43.64153,-79.38227,"t","Apartment","Entire home/apt",8,2,3,4,"Real Bed","$149.00","$0.00","$120.00",1,1,365,0,52,"2018-07-14","2019-04-22",92,3,282
"13345","100%","f",2,"f","Entertainment District",43.64087,-79.38267,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$199.00","$300.00","$75.00",2,1,40,16,6,"2018-07-14","2018-09-30",97,2,78
"13346","N/A","f",2,"f","Garden District",43.66175,-79.37803,"t","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$175.00","$131.00","$23.00",1,2,5,0,3,"2018-07-22","2018-09-03",87,1,43
"13347","0%","f",3,"f","Downtown Toronto",43.64594,-79.40122,"t","Condominium","Private room",2,1,1,1,"Real Bed","$81.00","$300.00","$50.00",1,2,5,89,4,"2018-07-30","2018-09-23",93,2,55
"13348","90%","f",2,"f","Downtown Toronto",43.65439,-79.37566,"t","Townhouse","Entire home/apt",3,1,0,2,"Real Bed","$150.00","$150.00","$50.00",2,2,14,61,24,"2018-07-14","2019-04-21",98,1,281
"13349","99%","f",30,"f","Downtown Toronto",43.63992,-79.39838,"t","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$129.00","$200.00","$58.00",2,2,100,154,65,"2018-07-13","2019-04-17",95,13,278
"13350","N/A","f",1,"f","Fairbank",43.67997,-79.44759,"t","House","Private room",1,1,1,1,"Real Bed","$48.00","$0.00","$15.00",1,5,15,0,9,"2018-07-21","2018-10-08",96,1,79
"13351","100%","t",5,"f","Niagara",43.63752,-79.40671,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$140.00","$350.00","$55.00",3,2,1125,71,65,"2018-07-20","2019-04-21",96,4,275
"13352","100%","f",5,"f","Parkview",43.69942,-79.30048,"t","Bungalow","Private room",2,1,1,1,"Real Bed","$48.00","$250.00","$55.00",1,1,93,37,4,"2019-01-02","2019-03-31",95,5,88
"13353","100%","f",19,"f","Trinity-Bellwoods",43.64512,-79.4182,"t","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$189.00","$300.00","$70.00",2,1,1125,359,5,"2018-08-11","2018-10-28",92,18,78
"13354","100%","f",64,"f","Entertainment District",43.64312,-79.38067,"f","Condominium","Entire home/apt",6,2,2,2,"Real Bed","$250.00","$1,000.00","$90.00",4,1,28,297,11,"2018-10-12","2019-03-24",80,56,163
"13355","100%","f",3,"t","Stonegate-Queensway",43.64127,-79.50552,"t","Bungalow","Private room",2,1,1,1,"Real Bed","$75.00","$0.00","$29.00",1,1,365,262,0,"","",NA,3,NA
"13356","100%","f",1,"t","Downtown Toronto",43.65546,-79.35735,"t","Loft","Entire home/apt",3,1,1,1,"Real Bed","$119.00","$250.00","$70.00",1,2,1125,0,24,"2018-07-15","2019-03-06",94,1,234
"13357","100%","f",3,"t","Cliffside",43.70067,-79.2509,"t","House","Private room",4,1,1,2,"Real Bed","$122.00","$0.00","$40.00",1,1,30,325,2,"2018-07-16","2018-08-08",NA,1,23
"13358","100%","f",5,"f","Downtown Toronto",43.65473,-79.37603,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$99.00","$150.00","$49.00",1,2,10,52,42,"2018-07-31","2019-04-29",91,5,272
"13359","100%","f",1,"t","Parkdale",43.64298,-79.42495,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$130.00","$500.00","$50.00",2,1,1125,0,13,"2018-08-06","2019-03-31",92,1,237
"13360","N/A","f",10,"f","L'Amoreaux",43.79861,-79.29972,"f","House","Private room",4,1,2,3,"Real Bed","$140.00","","",1,3,30,247,0,"","",NA,10,NA
"13361","N/A","f",1,"f","Saint Lawrence",43.65037,-79.36867,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$130.00","","$50.00",1,225,1125,89,3,"2018-09-28","2018-10-21",93,1,23
"13362","100%","t",1,"f","Entertainment District",43.64416,-79.3923,"t","Condominium","Entire home/apt",6,2,3,3,"Real Bed","$150.00","$199.00","$120.00",1,1,365,119,57,"2018-07-21","2019-05-05",97,1,288
"13363","100%","t",1,"t","Birch Cliff",43.6758,-79.27659,"f","Apartment","Private room",1,1,1,1,"Real Bed","$78.00","$134.00","$25.00",2,1,1125,89,7,"2018-08-04","2018-09-03",100,1,30
"13364","100%","f",3,"f","Entertainment District",43.6429,-79.38141,"f","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$200.00","","$80.00",1,2,1125,257,34,"2018-07-20","2019-04-21",91,3,275
"13365","100%","f",2,"f","Birch Cliff",43.67633,-79.27607,"t","House","Entire home/apt",6,3,3,3,"Real Bed","$700.00","$500.00","$250.00",6,2,1125,175,4,"2018-12-29","2019-02-17",90,2,50
"13366","100%","f",14,"t","The Annex",43.66881,-79.39463,"t","Condominium","Entire home/apt",5,2,2,2,"Real Bed","$250.00","$0.00","$175.00",1,90,1120,263,0,"","",NA,10,NA
"13367","100%","f",11,"f","Dovercourt Park",43.66178,-79.43191,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed","$75.00","$250.00","$60.00",1,1,365,62,25,"2018-07-19","2018-12-22",88,2,156
"13368","N/A","t",1,"t","Downtown Toronto",43.65025,-79.38247,"t","Condominium","Shared room",2,1,1,1,"Real Bed","$50.00","$0.00","$7.00",1,1,30,0,20,"2018-07-15","2018-08-28",100,1,44
"13369","N/A","f",1,"f","Clanton Park",43.75238,-79.44363,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$81.00","","$20.00",1,3,1125,0,4,"2018-07-28","2019-01-01",90,1,157
"13370","96%","f",5,"f","York University Heights",43.76982,-79.49971,"t","Guesthouse","Private room",2,1,1,1,"Real Bed","$30.00","","",1,7,1125,57,4,"2018-08-16","2019-04-18",90,5,245
"13371","100%","f",2,"f","Roncesvalles",43.64259,-79.44243,"t","House","Entire home/apt",2,1,1,1,"Real Bed","$98.00","$0.00","$40.00",2,1,1125,31,55,"2018-07-10","2019-05-02",95,2,296
"13372","100%","t",1,"f","Riverdale",43.67721,-79.34524,"f","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$138.00","$150.00","$28.00",1,1,1125,166,69,"2018-07-22","2019-04-29",99,1,281
"13373","100%","f",2,"f","Roncesvalles",43.64278,-79.44122,"t","House","Private room",2,1,1,1,"Real Bed","$40.00","$0.00","$30.00",1,1,1125,40,56,"2018-07-14","2019-05-01",97,2,291
"13374","80%","f",1,"t","Niagara",43.63706,-79.40244,"t","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$180.00","$500.00","$40.00",2,2,30,169,19,"2018-07-11","2019-01-02",99,1,175
"13375","100%","f",3,"f","Downtown Toronto",43.67119,-79.37642,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$93.00","$300.00","$175.00",1,4,30,59,2,"2019-03-01","2019-03-13",100,3,12
"13376","N/A","f",1,"f","Deer Park",43.68617,-79.39881,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$150.00","$399.00","$79.00",1,1,1125,0,3,"2018-07-13","2018-08-09",47,1,27
